Pharma Model,Num Feature,Fit,Norm Fit,zscore,Num Hydrophobic,Num HB Acceptor,Num HB Donor,Num Positive,Num Negative,Num Aromatic,Name,Class,Uniplot,Function,Disease,Idication,,,,"
"
1b56_v,5,3.204,0.6408,1.34401,3,1,0,0,1,0,"Fatty acid-binding protein, epidermal",LIPID-BINDING,FABP5_HUMAN,High specificity for fatty acids. Highest affinity for C18 chain length. Decreasing the chain length or introducing double bonds reduces the affinity. May be involved in keratinocyte differentiation.,NONE,NONE,,,,"
"
1awb_v,6,3.842,0.6404,0.801766,0,3,2,0,1,0,Inositol monophosphatase,HYDROLASE,IMPA1_HUMAN,Responsible for the provision of inositol required for synthesis of phosphatidylinositol and polyphosphoinositides and has been implicated as the pharmacological target for lithium action in brain.,The blockade of inositol monophosphatase hydrolysis may underlie the anti-manic and anti-depressant actions of Li(+).,NONE,,,,"
"
2of4_v,4,2.55,0.6376,0.0408419,2,1,0,1,0,0,Proto-oncogene tyrosine-protein kinase LCK,TRANSFERASE,LCK_HUMAN,Tyrosine kinase that plays an essential role for the selection and maturation of developing T-cell in the thymus and in mature T-cell function. Is constitutively associated with the cytoplasmic portions of the CD4 and CD8 surface receptors and plays a key,A chromosomal aberration involving LCK is found in leukemias. Translocation t(1;7)(p34;q34) with TCRB.,Psoriasis;Cancer;Rheumatoid arthritis;Cardiac failure;Atherosclerosis;Delayed hypersensitivity;Transplant rejection;Inflammation;Multiple sclerosis;Autoimmune disease,,,,"
"
1juj_v,4,2.519,0.6298,-0.852356,2,1,0,0,1,0,Thymidylate synthase,TRANSFERASE,TYSY_HUMAN,NONE,NONE,Small-cell lung cancer;Solid tumor;Breast tumor;Head and neck tumor;Brain tumor;Neoplasm;Hepatocellular carcinoma;Ovary tumor;Prostate tumor;Pancreas tumor;Urinary tract tumor;Stomach tumor;Retinopathy;Bladder tumor;Colon tumor;Cancer;Mesothelioma;Non-small-cell lung cancer;Cholangiocarcinoma;Gastrointestinal tumor;Liver tumor;Lung tumor;Colorectal tumor;Uterine cervix tumor;Carcinoma;Biliary tumor;Gallbladder disease;Keratosis,,,,"
"
1c9y_v,5,3.133,0.6267,0.871226,0,2,1,0,2,0,"Ornithine carbamoyltransferase, mitochondrial",NONE,P00480,Amino acid transport and metabolism,NONE,"Used for nutritional supplementation, also for treating dietary shortage or imbalance. It has been claimed that ornithine improves athletic performance, has anabolic effects, has wound-healing effects, and is immuno-enhancing.",,,,"
"
1ma0_v,6,3.758,0.6263,1.6887,4,1,0,0,1,0,Alcohol dehydrogenase class-3,OXIDOREDUCTASE,ADHX_HUMAN,"Class-III ADH is remarkably ineffective in oxidizing ethanol, but it readily catalyzes the oxidation of long-chain primary alcohols and the oxidation of S-(hydroxymethyl) glutathione.",NONE,NONE,,,,"
"
2p2h_v,4,2.484,0.621,-0.284462,2,1,1,0,0,0,Vascular endothelial growth factor receptor 2,TRANSFERASE,VGFR2_HUMAN,"Receptor for VEGF or VEGFC. Has a tyrosine-protein kinase activity. The VEGF-kinase ligand/receptor signaling system plays a key role in vascular development and regulation of vascular permeability. In case of HIV-1 infection, the interaction with extrace",NONE,Angiogenesis disorder;Melanoma;Cancer;Non-small-cell lung cancer;Renal cell carcinoma;Colorectal tumor;Ocular disease;Age related macular degeneration;Solid tumor,,,,"
"
1r80_v,6,3.711,0.6185,2.25606,2,1,2,1,0,0,Histo-blood group ABO system transferase,NONE,P16442,"Involved in transferase activity, transferring hexosyl groups",NONE,NONE,,,,"
"
1xbc_v,5,3.091,0.6182,0.985281,3,1,1,0,0,0,Tyrosine-protein kinase SYK,TRANSFERASE,KSYK_HUMAN,"Positive effector of BCR-stimulated responses. Couples the B-cell antigen receptor (BCR) to the mobilization of calcium ion either through a phosphoinositide 3-kinase-dependent pathway, when not phosphorylated on tyrosines of the linker region, or through",NONE,Systemic lupus erythematosus;Asthma;Rheumatoid arthritis;Allergy;Allergic rhinitis;Inflammation;Thrombocytopenic purpura;Acute myelogenous leukemia;Lymphoma,,,,"
"
1hx1_v,4,2.451,0.6126,-0.197673,0,1,2,1,0,0,BAG family molecular chaperone regulator 1,CHAPERONE/CHAPERONE INHIBITOR,BAG1_HUMAN,"Inhibits the chaperone activity of HSP70/HSC70 by promoting substrate release. Inhibits the pro-apoptotic function of PPP1R15A, and has anti-apoptotic activity. Markedly increases the anti-cell death function of BCL2 induced by various stimuli.","May be linked to the cryptophthalmos syndrome (Fraser syndrome), an autosomal recessive disorder characterized by the failure of eyes fissures to form during embryogenesis, webbed fingers, and atresia of ear canals, anus, vagina, alimentary tract, or larynx. All these developmental processes require cell death.",NONE,,,,"
"
1zs0_v,4,2.445,0.6112,-0.335514,2,1,0,0,0,1,Neutrophil collagenase,HYDROLASE,MMP8_HUMAN,"Can degrade fibrillar type I, II, and III collagens.",NONE,NONE,,,,"
"
5gal_v,4,2.423,0.6058,-0.537754,0,4,0,0,0,0,Galectin-7,LECTIN,LEG7_HUMAN,Could be involved in cell-cell and/or cell-matrix interactions necessary for normal growth control. Pro-apoptotic protein that functions intracellularly upstream of JNK activation and cytochrome c release.,NONE,NONE,,,,"
"
1hwk_v,9,5.439,0.6043,6.01117,5,2,1,0,1,0,3-hydroxy-3-methylglutaryl-coenzyme A reductase,OXIDOREDUCTASE,HMDH_HUMAN,This transmembrane glycoprotein is involved in the control of cholesterol biosynthesis. It is the rate-limiting enzyme of sterol biosynthesis.,NONE,Alzheimers disease;Renal disease;Lipid metabolism disorder;Cardiac failure;Hyperlipidemia;Intermittent claudication;Myocardial infarction;Coronary artery disease;Glioma;Hypercholesterolemia;Atherosclerosis;Peripheral arterial occlusive disease;Cardiovascular disease;Congestive heart failure;Angina;Hypertension;Heart disease;Cerebrovascular ischemia;Osteoporosis,,,,"
"
1s2c_v,6,3.592,0.5987,2.2455,3,1,1,0,1,0,Aldo-keto reductase family 1 member C3,OXIDOREDUCTASE,AK1C3_HUMAN,"Catalyzes the conversion of aldehydes and ketones to alcohols. Catalyzes the reduction of prostaglandin (PG) D2, PGH2 and phenanthrenequinone (PQ) and the oxidation of 9-alpha,11-beta- PGF2 to PGD2. Functions as a bi-directional 3-alpha-, 17-beta- and 20-",NONE,NONE,,,,"
"
1m51_v,6,3.591,0.5986,0.874058,3,3,0,0,0,0,"Phosphoenolpyruvate carboxykinase, cytosolic [GTP]",NONE,P35558,Energy production and conversion,NONE,NONE,,,,"
"
1so2_v,5,2.99,0.5981,0.84162,2,2,1,0,0,0,"cGMP-inhibited 3,5-cyclic phosphodiesterase B",HYDROLASE,PDE3B_HUMAN,May play a role in fat metabolism.,NONE,NONE,,,,"
"
1kta_v,4,2.392,0.5981,-1.30587,1,2,0,0,1,0,"Branched-chain-amino-acid aminotransferase, mitochondrial",NONE,O15382,Amino acid transport and metabolism,NONE,For nutritional supplementation and for treating dietary shortage or imbalance.,,,,"
"
1wma_v,5,2.976,0.5953,0.858908,2,2,1,0,0,0,Carbonyl reductase [NADPH] 1,OXIDOREDUCTASE,CBR1_HUMAN,Catalyzes the reduction of a wide variety of carbonyl compounds including the antitumor anthracycline antibiotics. Can convert prostaglandin E2 to prostaglandin F2-alpha.,NONE,NONE,,,,"
"
1qab_v,6,3.568,0.5947,1.74996,5,0,1,0,0,0,Retinol-binding protein 4,TRANSPORT PROTEIN,RET4_HUMAN,"Delivers retinol from the liver stores to the peripheral tissues. In plasma, the RBP-retinol complex interacts with transthyretin, this prevents its loss by filtration through the kidney glomeruli.","Defects in RBP4 are a cause of retinol-binding protein deficiency [MIM:180250]. This condition causes night vision problems. It produces a typical fundus xerophthalmicus, featuring a progressed atrophy of the retinal pigment epithelium.;A deficiency of vitamin A blocks secretion of the binding protein post-translationally and results in defective delivery and supply of vitamin to the epidermal cells (a condition associated with a dermatosis).",NONE,,,,"
"
1yw9_v,4,2.378,0.5945,-0.622366,3,0,0,0,1,0,Methionine aminopeptidase 2,HYDROLASE,AMPM2_HUMAN,Removes the amino-terminal methionine from nascent proteins.,NONE,NONE,,,,"
"
1dcy_v,5,2.972,0.5944,0.356234,3,1,0,0,1,0,"Phospholipase A2, membrane associated",NONE,P14555,Involved in phospholipase A2 activity,NONE,NONE,,,,"
"
3f0r_v,5,2.972,0.5943,0.552132,4,0,1,0,0,0,Histone deacetylase 8,NONE,Q9BY41,Chromatin structure and dynamics,NONE,"For the treatment of cutaneous manifestations in patients with cutaneous T-cell lymphoma who have progressive, persistent or recurrent disease on or following two systemic therapies.",,,,"
"
1rv1_v,5,2.955,0.5909,0.60955,4,0,1,0,0,0,E3 ubiquitin-protein ligase Mdm2,LIGASE,MDM2_HUMAN,"Inhibits TP53/p53- and TP73/p73-mediated cell cycle arrest and apoptosis by binding its transcriptional activation domain. Functions as a ubiquitin ligase E3, in the presence of E1 and E2, toward p53 and itself. Permits the nuclear export of p53 and targe","Seems to be amplified in certain tumors (including soft tissue sarcomas, osteosarcomas and gliomas). A higher frequency of splice variants lacking p53 binding domain sequences was found in late-stage and high-grade ovarian and bladder carcinomas. Four of the splice variants show loss of p53 binding.",Leukemia;Cancer;Solid tumor,,,,"
"
1xvp_v,6,3.541,0.5902,1.78075,6,0,0,0,0,0,Nuclear receptor subfamily 1 group I member 3,DNA BINDING PROTEIN,NR1I3_HUMAN,Binds and transactivates the retinoic acid response elements that control expression of the retinoic acid receptor beta 2 and alcohol dehydrogenase 3 genes. Transactivates both the phenobarbital responsive element module of the human CYP2B6 gene and the C,NONE,NONE,,,,"
"
1sm2_v,6,3.536,0.5893,1.63149,4,2,0,0,0,0,Tyrosine-protein kinase ITK/TSK,NONE,Q08881,Involved in protein kinase activity,NONE,NONE,,,,"
"
1mq0_v,5,2.945,0.589,0.88607,1,3,1,0,0,0,Cytidine deaminase,HYDROLASE,CDD_HUMAN,This enzyme scavenge exogenous and endogenous cytidine and 2-deoxycytidine for UMP synthesis.,NONE,NONE,,,,"
"
2qtu_v,5,2.944,0.5889,0.814287,3,1,1,0,0,0,Estrogen receptor beta,NONE,Q92731,Involved in transcription factor activity,NONE,For the prevention of osteoporosis in post-menopausal women,,,,"
"
1u3w_v,5,2.943,0.5887,0.596553,3,1,0,1,0,0,Alcohol dehydrogenase 1C,NONE,P00326,Energy production and conversion,NONE,"Some evidence suggests that NADH might be useful in treating Parkinsons disease, chronic fatigue syndrome, Alzheimers disease and cardiovascular disease.",,,,"
"
2acl_v,4,2.352,0.588,-0.785162,3,1,0,0,0,0,Retinoic acid receptor RXR-alpha,TRANSCRIPTION,RXRA_HUMAN,Nuclear hormone receptor. Involved in the retinoic acid response pathway. Binds 9-cis retinoic acid (9C-RA). ARF6 acts as a key regulator of the tissue-specific adipocyte P2 (aP2) enhancer (By similarity).,NONE,Acute promyelocytic leukemia,,,,"
"
1q6k_v,4,2.351,0.5878,-0.413537,1,2,1,0,0,0,Cathepsin K,HYDROLASE,CATK_HUMAN,Closely involved in osteoclastic bone resorption and may participate partially in the disorder of bone remodeling. Displays potent endoprotease activity against fibrinogen at acid pH. May play an important role in extracellular matrix degradation.,Defects in CTSK are the cause of pycnodysostosis (PKND) [MIM:265800]. PKND is an autosomal recessive osteochondrodysplasia characterized by osteosclerosis and short stature.,Multiple sclerosis;Asthma;Cancer;Rheumatoid arthritis;Autoimmune disease;Arthritis;Bacterial infection;Bone disease;Osteoarthritis;Bone metastases;Immune disorder;Osteoporosis,,,,"
"
1g3m_v,7,4.11,0.5871,2.26955,6,1,0,0,0,0,Estrogen sulfotransferase,TRANSFERASE,ST1E1_HUMAN,"May control the level of the estrogen receptor by sulfurylating free estradiol. Maximally sulfates beta-estradiol and estrone at concentrations of 20 nM. Also sulfates dehydroepiandrosterone, pregnenolone, ethinylestradiol, equalenin, diethylstilbesterol ",NONE,NONE,,,,"
"
1sz7_v,6,3.515,0.5859,1.39821,5,1,0,0,0,0,Trafficking protein particle complex subunit 3,NONE,O43617,May play a role in vesicular transport from endoplasmic reticulum to Golgi,NONE,NONE,,,,"
"
1shl_v,4,2.334,0.5835,-0.694705,2,1,1,0,0,0,Caspase-7,HYDROLASE,CASP7_HUMAN,Involved in the activation cascade of caspases responsible for apoptosis execution. Cleaves and activates sterol regulatory element binding proteins (SREBPs). Proteolytically cleaves poly(ADP-ribose) polymerase (PARP) at a 216-Asp-,-Gly- 217 bond. Overe,NONE,NONE,,,"
"
1r0p_v,6,3.493,0.5822,1.43269,4,2,0,0,0,0,Hepatocyte growth factor receptor,TRANSFERASE,MET_HUMAN,"Receptor for hepatocyte growth factor and scatter factor. Has a tyrosine-protein kinase activity. Functions in cell proliferation, scattering, morphogenesis and survival.","Activation of MET after rearrangement with the TPR gene produces an oncogenic protein.;Defects in MET may be associated with gastric cancer.;Defects in MET are a cause of hepatocellular carcinoma (HCC) [MIM:114550].;Defects in MET are a cause of hereditary papillary renal carcinoma (HPRC) [MIM:605074]; also known as papillary renal cell carcinoma 2 (RCCP2). HPRC is a form of inherited kidney cancer characterized by a predisposition to develop multiple, bilateral papillary renal tumors. The pattern of inheritance is consistent with autosomal dominant transmission with reduced penetrance.;Genetic variations in MET may be associated with susceptibility to autism type 9 (AUTS9) [MIM:611015]. Autism is a neurodevelopmental disorder characterized by disturbance in language, perception and socialization. The disorder is classically defined by a triad of limited or absent verbal communication, a lack of reciprocal social interaction or responsiveness, and restricted, stereotypical, and ritualized patterns of interests and behavior.","Alopecia, drug-induced;Mucositis;Cancer;Glioma;Metastasis;Renal cell carcinoma;Head and neck tumor;Brain tumor;Pancreas tumor;Solid tumor;Stomach tumor",,,,"
"
1wok_v,5,2.907,0.5814,0.353068,3,1,1,0,0,0,Poly [ADP-ribose] polymerase 1,NONE,P09874,Involved in DNA binding,NONE,NONE,,,,"
"
1stc_v,5,2.902,0.5805,0.345452,3,1,0,1,0,0,cAMP-dependent protein kinase catalytic subunit alpha,NONE,P00517,Involved in protein serine/threonine kinase activity,NONE,NONE,,,,"
"
1oec_v,5,2.899,0.5797,0.306482,3,1,0,1,0,0,Fibroblast growth factor receptor 2,NONE,P21802,Involved in protein kinase activity,NONE,For treatment of mucositis (mouth sores),,,,"
"
2iku_v,5,2.899,0.5797,0.643738,3,0,2,0,0,0,Renin,HYDROLASE,RENI_HUMAN,"Renin is a highly specific endopeptidase, whose only known function is to generate angiotensin I from angiotensinogen in the plasma, initiating a cascade of reactions that produce an elevation of blood pressure and increased sodium retention by the kidney","Defects in REN are a cause of renal tubular dysgenesis (RTD) [MIM:267430]. RTD is an autosomal recessive severe disorder of renal tubular development characterized by persistent fetal anuria and perinatal death, probably due to pulmonary hypoplasia from early-onset oligohydramnios (the Potter phenotype).",Glaucoma;Renal disease;Cardiac failure;Atherosclerosis;HIV infection;Hypertension;Cardiovascular disease;Ocular hypertension;Renal failure,,,,"
"
1dmw_v,5,2.898,0.5797,0.302434,1,3,1,0,0,0,Phenylalanine-4-hydroxylase,OXIDOREDUCTASE,PH4H_HUMAN,NONE,"Defects in PAH are the cause of phenylketonuria (PKU) [MIM:261600]. PKU is an autosomal recessive inborn error of phenylalanine metabolism, due to severe phenylalanine hydroxylase deficiency. It is characterized by blood concentrations of phenylalanine persistently above 1200 mumol (normal concentration 100 mumol) which usually causes mental retardation (unless low phenylalanine diet is introduced early in life). They tend to have light pigmentation, rashes similar to eczema, epilepsy, extreme hyperactivity, psychotic states and an unpleasant mousy odor.;Defects in PAH are the cause of non-phenylketonuria hyperphenylalaninemia (Non-PKU HPA) [MIM:261600]. Non-PKU HPA is a mild form of phenylalanine hydroxylase deficiency characterized by phenylalanine levels persistently below 600 mumol, which allows normal intellectual and behavioral development without treatment. Non-PKU HPA is usually caused by the combined effect of a mild hyperphenylalaninemia mutation and a severe one.;Defects in PAH are the cause of hyperphenylalaninemia (HPA) [MIM:261600]. HPA is the mildest form of phenylalanine hydroxylase deficiency.",Phenylketonuria;Sickle cell anemia;Vascular disease;Genetic disorder;Diabetic nephropathy;Hypertension;Ataxia;Peripheral arterial occlusive disease;Coronary artery disease,,,,"
"
1pl6_v,5,2.892,0.5784,0.0573935,2,3,0,0,0,0,Sorbitol dehydrogenase,OXIDOREDUCTASE,DHSO_HUMAN,NONE,NONE,Diabetic complication,,,,"
"
1q5k_v,5,2.883,0.5765,0.483635,1,3,1,0,0,0,Glycogen synthase kinase-3 beta,TRANSFERASE,GSK3B_HUMAN,"Participates in the Wnt signaling pathway. Implicated in the hormonal control of several regulatory proteins including glycogen synthase, MYB and the transcription factor JUN. Phosphorylates JUN at sites proximal to its DNA-binding domain, thereby reducin",NONE,Alzheimers disease;Non-insulin dependent diabetes;Breast tumor;Chronic lymphocytic leukemia;Central nervous system disease;Inflammation;Prostate tumor;Solid tumor;Pain;Glioma;Cancer;Diffuse large B-cell lymphoma;Non-small-cell lung cancer;Neurodegenerative disease;Carcinoma;Cardiovascular disease;Diabetes mellitus;Osteoporosis;Cerebrovascular ischemia;Ovary tumor,,,,"
"
1e8z_v,5,2.881,0.5762,0.372436,3,1,0,1,0,0,"Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma isoform",PHOSPHOINOSITIDE 3-KINASE GAMMA,PK3CG_HUMAN,"3-phosphorylates the cellular phosphoinositide PtdIns- 4,5-biphosphate (PtdIns(4,5)P2) to produce PtdIns-3, 4,5- triiphosphate (PtdIns(3,4,5)P3). Links G-protein coupled receptor activation to the secondary messenger PtdIns(3,4,5)P3 production.",NONE,NONE,,,,"
"
1osh_v,5,2.873,0.5747,0.155469,5,0,0,0,0,0,Bile acid receptor,TRANSCRIPTION,NR1H4_HUMAN,"Receptor for bile acids such as chenodeoxycholic acid, lithocholic acid and deoxycholic acid. Represses the transcription of the cholesterol 7-alpha-hydroxylase gene (CYP7A1) and activates the intestinal bile acid-binding protein (IBABP). Activates the tr",NONE,Liver fibrosis;Non-insulin dependent diabetes;Atherosclerosis;Hypertriglyceridemia;Hyperlipidemia;Liver disease;Primary biliary cirrhosis;Non-alcoholic steatohepatitis,,,,"
"
2f57_v,5,2.873,0.5747,0.616892,3,1,1,0,0,0,Serine/threonine-protein kinase PAK 7,TRANSFERASE,PAK7_HUMAN,The activated kinase acts on a variety of targets (By similarity).,NONE,NONE,,,,"
"
1nd5_v,6,3.444,0.574,1.38946,2,2,0,1,1,0,Prostatic acid phosphatase,HYDROLASE,PPAP_HUMAN,NONE,NONE,Prostate tumor,,,,"
"
1utt_v,5,2.869,0.5738,0.361178,2,3,0,0,0,0,Macrophage metalloelastase,HYDROLASE,MMP12_HUMAN,"May be involved in tissue injury and remodeling. Has significant elastolytic activity. Can accept large and small amino acids at the P1 site, but has a preference for leucine. Aromatic or hydrophobic residues are preferred at the P1 site, with small hydr",NONE,Chronic obstructive pulmonary disease,,,,"
"
1dig_v,4,2.276,0.569,-0.548827,1,2,0,0,0,1,"C-1-tetrahydrofolate synthase, cytoplasmic",NONE,P11586,Nucleotide transport and metabolism,NONE,"For nutritional supplementation, also for treating dietary shortage or imbalance.",,,,"
"
1u81_v,4,2.271,0.5678,-1.19863,0,3,0,0,1,0,ADP-ribosylation factor 1,NONE,P84077,"GTP-binding protein that functions as an allosteric activator of the cholera toxin catalytic subunit, an ADP-ribosyltransferase. Involved in protein trafficking among different compartments. Modulates vesicle budding and uncoating within the Golgi complex. Deactivation induces the redistribution of the entire Golgi complex to the endoplasmic reticulum, suggesting a crucial role in protein trafficking. In its GTP-bound form, its triggers the association with coat proteins with the Golgi membrane. The hydrolysis of ARF1-bound GTP, which is mediated by ARFGAPs proteins, is required for dissociation of coat proteins from Golgi membranes and vesicles. The GTP-bound form interacts with PICK1 to limit PICK1-mediated inhibition of Arp2/3 complex activity; the function is linked to AMPA receptor (AMPAR) trafficking, regulation of synaptic plasicity of excitatory synapses and spine shrinkage during long-term depression (LTD).",NONE,NONE,,,,"
"
1w6j_v,5,2.834,0.5668,0.268609,2,2,1,0,0,0,Lanosterol synthase,ISOMERASE,ERG7_HUMAN,"Catalyzes the cyclization of (S)-2,3 oxidosqualene to lanosterol, a reaction that forms the sterol nucleus.",NONE,Hyperlipidemia;Hypercholesterolemia;Atherosclerosis,,,,"
"
1kwm_v,5,2.828,0.5656,-0.387621,0,3,0,0,2,0,Carboxypeptidase B,NONE,P15086,Involved in carboxypeptidase A activity,NONE,NONE,,,,"
"
1t7v_v,4,2.261,0.5653,-0.492744,0,3,1,0,0,0,Zinc-alpha-2-glycoprotein,LIPID BINDING PROTEIN,ZA2G_HUMAN,Stimulates lipid degradation in adipocytes and causes the extensive fat losses associated with some advanced cancers. May bind polyunsaturated fatty acids.,NONE,NONE,,,,"
"
1q11_v,5,2.812,0.5624,0.320313,2,1,1,1,0,0,"Tyrosyl-tRNA synthetase, cytoplasmic",NONE,P54577,"Translation, ribosomal structure and biogenesis",NONE,"Tyrosine is claimed to act as an effective antidepressant, however results are mixed. Tyrosine has also been claimed to reduce stress and combat narcolepsy and chronic fatigue, however these claims have been refuted by some studies.",,,,"
"
3blr_v,5,2.802,0.5603,0.639743,2,2,0,1,0,0,Cyclin-T1,TRANSCRIPTION,CCNT1_HUMAN,"Regulatory subunit of the cyclin-dependent kinase pair (CDK9/cyclin-T1) complex, also called positive transcription elongation factor B (P-TEFb), which is proposed to facilitate the transition from abortive to productive elongation by phosphorylating the ",NONE,NONE,,,,"
"
1of7_v,5,2.8,0.56,0.499925,2,1,2,0,0,0,"Aldehyde dehydrogenase, mitochondrial",OXIDOREDUCTASE,ALDH2_HUMAN,NONE,NONE,NONE,,,,"
"
1gse_v,6,3.359,0.5599,1.06044,5,1,0,0,0,0,Glutathione S-transferase A1,NONE,P08263,Involved in glutathione transferase activity,NONE,"For nutritional supplementation, also for treating dietary shortage or imbalance",,,,"
"
2flr_v,5,2.799,0.5599,0.300995,3,0,2,0,0,0,Coagulation factor VII,HYDROLASE/BLOOD CLOTTING,FA7_HUMAN,"Initiates the extrinsic pathway of blood coagulation. Serine protease that circulates in the blood in a zymogen form. Factor VII is converted to factor VIIa by factor Xa, factor XIIa, factor IXa, or thrombin by minor proteolysis. In the presence of tissue","Defects in F7 are the cause of factor VII deficiency [MIM:227500]. Factor VII deficiency is a rare hereditary hemorrhagic disease. The clinical picture can be very severe, with the early occurrence of intracerebral hemorrhages or hemarthroses, or, in contrast, moderate with cutaneous-mucosal hemorrhages (epistaxis, menorrhagia) or hemorrhages provoked by a surgical intervention. Numerous subjects are completely asymptomatic despite a very low F7 level.",Deep vein thrombosis;Blood clotting disorder;Cancer;Ebola virus infection;Thrombosis;Lung embolism;Unstable angina;Angina;Myocardial infarction;Thromboembolism;Cardiovascular disease,,,,"
"
1xjd_v,7,3.914,0.5591,2.19995,4,1,1,1,0,0,Protein kinase C theta type,TRANSFERASE,KPCT_HUMAN,"This is a calcium-independent, phospholipid-dependent, serine- and threonine-specific enzyme. Essential for T-cell receptor (TCR)-mediated T-cell activation, but is dispensable during TCR-dependent thymocyte development. Links the TCR signaling complex to;PKC is activated by diacylglycerol which in turn phosphorylates a range of cellular proteins. PKC also serves as the receptor for phorbol esters, a class of tumor promoters.",NONE,Inflammation,,,,"
"
1jqh_v,5,2.793,0.5586,0.318217,0,3,1,0,1,0,Insulin-like growth factor 1 receptor,TRANSFERASE,IGF1R_HUMAN,"This receptor binds insulin-like growth factor 1 (IGF1) with a high affinity and IGF2 with a lower affinity. It has a tyrosine-protein kinase activity, which is necessary for the activation of the IGF1-stimulated downstream signaling cascade.",Defects in IGF1R may be a cause in some cases of resistance to insulin-like growth factor 1 (IGF1 resistance) [MIM:270450]. IGF1 resistance is a gowth deficiency disorder characterized by intrauterine growth retardation and poor postnatal growth accompanied with increased plasma IGF1.,Endocrine disease;Neuroendocrine tumor;Chronic myelocytic leukemia;Cerebrovascular ischemia;Restenosis;Breast tumor;Pancreas tumor;Esophageal disease;Central nervous system disease;Prostate tumor;Acromegaly;Renal tumor;Solid tumor;Psoriasis;Pancreatitis;Cancer;Rheumatoid arthritis;Non-small-cell lung cancer;Neurodegenerative disease;Multiple myeloma;Colorectal tumor;Diabetes mellitus;Hypertension;Growth disorder;Acute lymphoblastic leukemia,,,,"
"
1yvj_v,6,3.347,0.5578,1.23539,4,1,1,0,0,0,Tyrosine-protein kinase JAK3,TRANSFERASE,JAK3_HUMAN,"Tyrosine kinase of the non-receptor type, involved in the interleukin-2 and interleukin-4 signaling pathway. Phosphorylates STAT6, IRS1, IRS2 and PI3K.","Defects in JAK3 are a cause of severe combined immunodeficiency autosomal recessive T-cell-negative/B-cell- positive/NK-cell-negative (T(-)B(+)NK(-)SCID) [MIM:600802]. SCID refers to a genetically and clinically heterogeneous group of rare congenital disorders characterized by impairment of both humoral and cell-mediated immunity, leukopenia, and low or absent antibody levels. Patients with SCID present in infancy with recurrent, persistent infections by opportunistic organisms. The common characteristic of all types of SCID is absence of T-cell-mediated cellular immunity due to a defect in T-cell development.",Psoriasis;Transplant rejection;Rheumatoid arthritis;Respiratory tract inflammation;Autoimmune disease,,,,"
"
1a7a_v,5,2.784,0.5569,-0.0491348,0,3,2,0,0,0,Adenosylhomocysteinase,HYDROLASE,SAHH_HUMAN,Adenosylhomocysteine is a competitive inhibitor of S- adenosyl-L-methionine-dependent methyl transferase reactions; therefore adenosylhomocysteinase may play a key role in the control of methylations via regulation of the intracellular concentration of ad,Defects in AHCY are a cause of hypermethioninemia [MIM:180960]. It is a disease characterized by elevated levels of methionine in the sera.,Inflammation;Cancer,,,,"
"
1ctr_v,5,2.78,0.556,-0.353178,5,0,0,0,0,0,Calmodulin,CALCIUM-BINDING PROTEIN,CALM_HUMAN,"Calmodulin mediates the control of a large number of enzymes and other proteins by Ca(2+). Among the enzymes to be stimulated by the calmodulin-Ca(2+) complex are a number of protein kinases and phosphatases. Together with CEP110 and centrin, is involved ",NONE,NONE,,,,"
"
1k0n_v,5,2.772,0.5544,0.258812,1,0,1,1,2,0,Chloride intracellular channel protein 1,NONE,O00299,Can insert into membranes and form chloride ion channels. Channel activity depends on the pH. Membrane insertion seems to be redox-regulated and may occur only under oxydizing conditions. Involved in regulation of the cell cycle.,NONE,NONE,,,,"
"
1qha_v,5,2.771,0.5542,0.137236,0,2,3,0,0,0,Hexokinase-1,TRANSFERASE,HXK1_HUMAN,NONE,Defects in HK1 are the cause of hexokinase deficiency [MIM:235700]. Hexokinase deficiency is a rare autosomal recessive disease with nonspherocytic hemolytic anemia as the predominant clinical feature.,NONE,,,,"
"
3ewj_v,4,2.184,0.546,-0.442809,2,1,0,0,0,1,Disintegrin and metalloproteinase domain-containing protein 17,NONE,P78536,"Cleaves the membrane-bound precursor of TNF-alpha to its mature soluble form. Responsible for the proteolytical release of soluble JAM3 from endothelial cells surface. Responsible for the proteolytic release of several other cell-surface proteins, including p75 TNF-receptor, interleukin 1 receptor type II, p55 TNF-receptor, transforming growth factor-alpha, L-selectin, growth hormone receptor, MUC1 and the amyloid precursor protein. Acts as an activator of Notch pathway by mediating cleavage of Notch, generating the membrane-associated intermediate fragment called Notch extracellular truncation (NEXT). Plays a role in the proteolytic processing of ACE2.",NONE,NONE,,,,"
"
1s95_v,4,2.174,0.5435,-1.32126,3,0,1,0,0,0,Serine/threonine-protein phosphatase 5,NONE,P53041,Involved in hydrolase activity,NONE,NONE,,,,"
"
2bu5_v,6,3.259,0.5432,0.73539,5,1,0,0,0,0,"[Pyruvate dehydrogenase [lipoamide]] kinase isozyme 2, mitochondrial",TRANSFERASE,PDK2_HUMAN,"Inhibits the mitochondrial pyruvate dehydrogenase complex by phosphorylation of the E1 alpha subunit, thus contributing to the regulation of glucose metabolism.",NONE,NONE,,,,"
"
